"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.organization.name","eHDSIePrescription.patient.prescribingHealthProfessional.organization.name","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/ST]]} {[]}
","Organization Name","The name of the healthcare provider organization of the HP prescribing the medicine.","Note: This is not a field, but a block of information made up of the following fields. This might not be in the data set, but this information needs to be available for the process traceability.","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.prescribingHealthProfessional.organization.name",1,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.organization.identifier","eHDSIePrescription.patient.prescribingHealthProfessional.organization.identifier","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","Organization Identifier","The identification of the healthcare provider organization of the HP prescribing the medicine. This filed can be numbers and/or letters.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.prescribingHealthProfessional.organization.identifier",1,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData","eHDSIePrescription.prescriptionClinicalData","","","",1,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","Prescription","PRESCRIPTION CLINICAL DATA","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.id","eHDSIePrescription.prescriptionClinicalData.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.extension","eHDSIePrescription.prescriptionClinicalData.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.modifierExtension","eHDSIePrescription.prescriptionClinicalData.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.prescriptionIdentifier","eHDSIePrescription.prescriptionClinicalData.prescriptionIdentifier","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","Prescription identifier","Identification of the prescription.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.prescriptionIdentifier",1,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct","eHDSIePrescription.prescriptionClinicalData.medicinalProduct","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","","","The attribute can be used to contain the MPID (Medicinal Product Identifier), the EMA PMS ID of the ISO IDMP Standards or an (inter)national equivalent code. Some countries like Denmark and Sweden might have the same medicinal product identifier","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.id","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.extension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.modifierExtension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","Medicinal Product","Medicinal Product","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.id","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.extension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.modifierExtension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.identifier","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.identifier","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/ST]]} {[]}
","Medicinal Product Identifier","Identifier of a medicinal product refers to the product inside the package, not the packaged item as such.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.identifier",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.brandName","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.brandName","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","Medicinal Product Brand Name","The name, which may be either an invented name not liable to confusion with the common name, or a common or scientific name accompanied by a trade mark or the name of the marketing authorization holder","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.brandName",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.Classification","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.Classification","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","Medicinal Product Classification","Standardized code corresponding to the product classification","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.Classification",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","Active Ingredient(s)","Substance that alone or in combination with one or more other ingredients produces the intended activity of a medicinal product. Country of treatment translates (does not change) the active ingredient from Country of affiliation to Country of treatment units (single concept), but it is the same active ingredient.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.id","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.extension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.substance","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.substance","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.substance",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.role","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.role","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.role",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.strength","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.strength","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.strength",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.pharmDoseForm","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.pharmDoseForm","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.medicinalProduct.activeIngredients.pharmDoseForm",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.id","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.extension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.modifierExtension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageDescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageDescription","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageDescription",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageId","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageId","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageId",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageType","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageType","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageType",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageSize","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageSize","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.packageSize",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.package","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.package","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.package.package",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.routeOfAdministration","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.routeOfAdministration","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.routeOfAdministration",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.marketingAuthorizationHolder","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.marketingAuthorizationHolder","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.marketingAuthorizationHolder",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.substitution","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.substitution","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.substitution",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.numberOfPackages","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.numberOfPackages","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.numberOfPackages",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.id","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.extension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.modifierExtension","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.posologyInstructions","eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.posologyInstructions","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.prescriptionClinicalData.medicinalProduct.posology.posologyInstructions",0,1,"",""
